delivery_delay,payment_value,price,customer_state_SP,product_category_bed_bath_table,review_score
-22.0,141.67,129.9,False,False,5.0
-22.0,89.88,69.9,True,False,5.0
-22.0,187.2,80.9,False,False,5.0
-22.0,187.2,80.9,False,False,5.0
-4.0,118.35,110.32,True,False,5.0
-17.0,309.72,91.99,True,False,5.0
-17.0,309.72,91.99,True,False,5.0
-17.0,309.72,91.99,True,False,5.0
-20.0,38.47,25.0,False,False,5.0
-11.0,312.91,259.9,True,False,5.0
-11.0,51.79,39.0,True,False,5.0
-8.0,232.14,104.9,True,False,1.0
-8.0,232.14,110.32,True,False,1.0
-20.0,22.79,7.0,False,False,2.0
6.0,67.5,49.9,False,False,1.0
-7.0,156.67,126.99,True,False,5.0
-17.0,53.83,28.99,False,False,5.0
-19.0,299.72,281.99,False,False,5.0
-6.0,314.34,45.0,True,False,5.0
-6.0,314.34,45.0,True,False,5.0
-6.0,314.34,45.0,True,False,5.0
-6.0,314.34,45.0,True,False,5.0
-6.0,314.34,45.0,True,False,5.0
-6.0,314.34,45.0,True,False,5.0
-13.0,97.88,89.49,True,False,5.0
-8.0,75.18,60.0,False,False,5.0
-15.0,161.3,49.99,False,False,5.0
-15.0,161.3,59.99,False,False,5.0
-9.0,117.45,93.99,False,False,5.0
0.0,170.43,148.9,True,True,5.0
-24.0,141.06,119.9,False,False,3.0
-16.0,134.58,119.0,False,False,5.0
-11.0,59.85,48.0,True,False,5.0
-29.0,68.63,49.1,True,False,4.0
-19.0,86.05,66.39,False,False,5.0
-22.0,64.74,39.9,False,False,4.0
-20.0,217.78,159.99,False,False,5.0
-18.0,67.5,49.9,False,False,4.0
0.0,63.79,36.9,False,False,1.0
-15.0,29.13,199.0,False,False,5.0
-15.0,23.09,199.0,False,False,5.0
-15.0,162.92,199.0,False,False,5.0
-29.0,126.67,28.0,True,False,5.0
-29.0,126.67,47.99,True,False,5.0
-7.0,285.59,229.9,True,False,5.0
-8.0,145.5,117.3,False,False,4.0
-4.0,43.29,35.9,True,True,5.0
-21.0,38.41,24.9,True,False,5.0
-28.0,402.49,359.9,False,True,5.0
-14.0,110.89,98.7,True,False,5.0
-5.0,204.45,179.9,True,False,1.0
-14.0,109.35,99.9,True,False,5.0
-11.0,74.74,62.8,True,False,3.0
-6.0,56.86,45.0,True,False,2.0
-23.0,97.81,80.0,False,False,5.0
-16.0,133.25,109.9,True,False,5.0
-11.0,180.95,159.0,False,True,5.0
-11.0,445.32,410.0,False,False,4.0
-17.0,52.51,37.99,False,False,5.0
-13.0,65.47,52.39,True,False,5.0
-7.0,98.16,87.37,True,False,4.0
-10.0,40.78,24.99,False,False,5.0
-24.0,273.27,257.6,False,False,5.0
-9.0,106.73,83.0,False,False,5.0
-12.0,187.19,159.99,True,False,3.0
-13.0,389.82,179.9,False,False,5.0
-13.0,389.82,179.9,False,False,5.0
-22.0,393.46,359.5,False,False,5.0
-21.0,122.22,45.0,False,False,4.0
-21.0,122.22,45.0,False,False,4.0
-11.0,698.85,679.0,True,False,2.0
-17.0,99.33,84.99,False,False,5.0
-13.0,58.28,49.99,True,False,4.0
-10.0,77.03,59.9,True,False,4.0
-4.0,49.73,39.99,False,False,3.0
-21.0,139.8,69.9,False,False,2.0
-21.0,139.8,69.9,False,False,2.0
1.0,86.36,69.9,False,False,4.0
-16.0,423.67,167.0,False,False,3.0
-16.0,423.67,169.49,False,False,3.0
-16.0,108.01,95.0,True,False,5.0
-6.0,35.36,27.9,True,False,5.0
-12.0,305.7,289.9,False,False,5.0
-28.0,216.26,189.9,False,False,3.0
-3.0,83.05,69.9,True,False,5.0
-17.0,121.68,99.9,False,False,5.0
-7.0,57.68,49.9,True,False,5.0
-32.0,92.97,68.0,False,False,4.0
-14.0,35.24,25.9,True,False,5.0
-18.0,286.54,269.9,False,False,3.0
-12.0,44.41,52.88,False,False,5.0
-12.0,33.68,52.88,False,False,5.0
-12.0,301.19,279.99,False,False,5.0
-7.0,140.88,102.0,True,False,5.0
-33.0,41.69,28.9,True,False,4.0
-2.0,20.75,12.88,True,False,4.0
-18.0,165.4,129.97,False,False,5.0
-3.0,102.56,96.0,True,False,5.0
-10.0,84.64,64.99,False,True,1.0
-15.0,446.51,428.0,True,False,5.0
-14.0,217.78,159.99,False,False,5.0
-16.0,138.09,120.0,False,False,4.0
-7.0,50.68,37.99,True,True,5.0
-12.0,170.1,155.99,True,False,5.0
-16.0,89.88,69.9,False,False,5.0
-14.0,103.55,89.9,True,True,4.0
-6.0,160.14,135.0,False,True,5.0
-12.0,46.0,31.9,False,False,5.0
-11.0,63.46,49.99,False,False,3.0
0.0,145.0,136.78,True,False,5.0
-6.0,136.4,117.7,False,False,5.0
-17.0,146.44,129.9,True,False,5.0
-7.0,257.94,110.32,False,False,1.0
-7.0,257.94,110.32,False,False,1.0
0.0,240.23,199.9,False,False,3.0
-28.0,80.1,64.9,False,False,5.0
-16.0,74.16,59.99,True,False,5.0
-17.0,338.0,320.0,True,False,5.0
-26.0,183.65,129.0,False,False,4.0
-27.0,18.62,9.9,False,False,5.0
-1.0,753.94,359.7,False,False,5.0
-1.0,753.94,359.7,False,False,5.0
-16.0,64.09,49.99,False,False,3.0
-6.0,59.47,48.32,True,False,4.0
-14.0,91.18,74.9,False,True,4.0
-20.0,83.33,65.0,False,False,5.0
-7.0,28.46,17.5,True,False,4.0
-13.0,53.3,38.2,True,False,5.0
-7.0,76.29,68.0,True,False,5.0
-16.0,403.32,383.5,True,False,4.0
-14.0,95.21,79.9,False,False,5.0
-20.0,103.5,39.9,True,True,5.0
-20.0,103.5,39.9,True,True,5.0
-15.0,211.89,199.0,True,False,5.0
-8.0,111.4,99.0,False,False,2.0
-8.0,43.32,119.9,True,False,5.0
-8.0,100.0,119.9,True,False,5.0
-15.0,31.06,34.99,True,False,5.0
-15.0,14.89,34.99,True,False,5.0
49.0,100.0,199.0,False,False,1.0
49.0,123.26,199.0,False,False,1.0
-27.0,124.7,105.0,True,False,5.0
-15.0,41.69,24.9,False,False,3.0
-16.0,216.93,199.9,True,True,5.0
-8.0,241.74,109.9,False,False,5.0
-8.0,241.74,109.9,False,False,5.0
-22.0,136.37,119.0,False,False,5.0
-25.0,30.96,20.0,True,True,4.0
-20.0,48.83,35.0,True,False,5.0
-1.0,75.1,56.9,False,False,5.0
-21.0,76.67,60.0,True,False,4.0
-14.0,198.12,178.99,False,False,5.0
-4.0,112.46,94.0,False,False,4.0
3.0,84.43,70.91,True,False,1.0
-15.0,210.64,174.9,False,False,5.0
-8.0,124.76,109.9,True,True,4.0
0.0,69.73,59.99,True,False,5.0
-15.0,31.22,12.99,False,False,5.0
-1.0,22.18,13.3,True,False,5.0
-6.0,76.85,64.9,True,False,5.0
-18.0,32.69,15.9,False,False,4.0
-10.0,100.57,79.97,True,False,5.0
-23.0,88.31,79.99,True,False,5.0
-7.0,55.56,44.9,False,False,5.0
-7.0,363.96,325.0,False,False,5.0
-12.0,84.91,72.9,True,True,5.0
-5.0,207.02,109.0,False,False,4.0
-15.0,419.12,394.65,False,False,5.0
-11.0,42.27,34.49,True,False,4.0
-22.0,94.74,66.99,False,False,5.0
-12.0,79.63,54.9,False,False,2.0
-8.0,194.06,170.0,False,False,3.0
-6.0,39.75,27.9,True,False,5.0
-14.0,50.86,39.9,False,False,5.0
-11.0,108.2,89.99,False,False,5.0
-11.0,102.74,84.9,False,False,5.0
-12.0,72.05,34.9,False,False,5.0
-8.0,24.38,16.99,True,False,4.0
-14.0,56.78,49.0,True,False,5.0
-3.0,131.33,119.0,True,False,3.0
-12.0,65.96,219.0,False,False,5.0
-12.0,53.89,219.0,False,False,5.0
-12.0,118.56,219.0,False,False,5.0
-35.0,148.69,129.9,False,False,3.0
-6.0,116.34,89.18,False,False,5.0
-9.0,204.06,89.9,True,True,5.0
-9.0,204.06,89.9,True,False,5.0
-2.0,96.8,79.0,False,False,5.0
-8.0,130.69,115.0,True,False,4.0
0.0,865.01,844.0,False,False,1.0
-8.0,322.17,299.0,True,False,5.0
-11.0,275.19,259.9,True,True,4.0
-9.0,78.22,55.9,False,False,4.0
-34.0,40.86,29.9,True,False,5.0
-20.0,206.87,174.9,False,False,4.0
0.0,262.37,245.9,False,False,1.0
-12.0,998.49,217.85,False,False,1.0
-12.0,998.49,142.9,False,False,1.0
-12.0,998.49,142.9,False,False,1.0
-12.0,998.49,217.85,False,False,1.0
-11.0,257.42,95.9,False,False,4.0
-11.0,257.42,95.9,False,False,4.0
-22.0,61.75,49.9,True,False,5.0
-26.0,77.03,39.99,False,False,5.0
-11.0,96.88,89.0,True,False,5.0
-8.0,57.46,43.99,True,False,3.0
-15.0,73.34,59.9,True,False,5.0
-23.0,39.75,21.5,True,False,5.0
-28.0,159.07,139.99,False,False,4.0
-11.0,159.04,99.9,False,False,3.0
-11.0,34.0,19.9,False,False,4.0
-10.0,48.91,39.9,True,False,5.0
-10.0,0.33,39.9,True,False,5.0
-15.0,63.86,52.0,True,False,4.0
-10.0,177.36,159.0,False,False,5.0
-4.0,143.94,132.0,True,False,5.0
-21.0,174.42,139.9,True,False,5.0
7.0,180.45,135.0,False,False,1.0
0.0,299.84,267.0,True,False,1.0
-10.0,165.57,153.0,True,True,5.0
-1.0,101.34,84.99,False,False,5.0
-10.0,69.32,59.9,True,False,5.0
-2.0,139.56,129.9,True,False,5.0
-12.0,54.36,38.25,False,False,5.0
-6.0,436.7,412.0,True,False,5.0
-15.0,1255.43,1148.0,False,False,5.0
0.0,59.18,35.9,False,False,2.0
-22.0,72.64,55.0,False,False,5.0
-14.0,51.79,39.0,True,True,4.0
-12.0,0.23,69.9,False,False,5.0
-12.0,30.22,69.9,False,False,5.0
-12.0,30.22,69.9,False,False,5.0
-12.0,30.21,69.9,False,False,5.0
-19.0,307.64,139.5,False,False,1.0
-19.0,307.64,139.5,False,False,1.0
-16.0,85.24,69.99,False,False,5.0
-19.0,41.69,24.9,False,False,5.0
-17.0,96.02,75.0,False,False,5.0
-5.0,26.29,18.9,True,False,4.0
-8.0,1119.6,1099.0,True,False,3.0
-16.0,83.1,65.9,False,True,5.0
-19.0,44.0,28.9,False,False,4.0
-25.0,44.41,22.32,False,False,5.0
-16.0,2031.09,1999.0,False,False,5.0
9.0,222.68,204.0,False,False,1.0
-12.0,87.58,69.0,False,False,5.0
-8.0,264.22,249.0,False,False,5.0
-21.0,368.11,349.9,True,False,5.0
-10.0,96.47,64.99,True,False,4.0
-8.0,221.28,185.9,True,False,5.0
-14.0,172.42,154.9,False,False,5.0
-8.0,283.54,110.32,False,False,5.0
-8.0,283.54,138.9,False,False,5.0
-9.0,44.37,21.15,False,False,5.0
-9.0,161.01,144.9,False,False,5.0
0.0,139.17,131.0,True,False,5.0
-16.0,117.74,94.5,True,True,5.0
-4.0,125.33,102.9,False,False,5.0
-15.0,201.42,182.0,False,False,5.0
-9.0,30.79,18.0,True,False,5.0
-5.0,190.48,166.99,False,False,4.0
-10.0,33.77,25.99,True,False,5.0
-18.0,27.77,29.99,False,False,5.0
-18.0,27.85,29.99,False,False,5.0
-11.0,44.87,31.99,True,False,4.0
-13.0,383.98,175.0,False,False,4.0
-13.0,383.98,175.0,False,False,4.0
-13.0,83.22,60.0,True,False,5.0
-13.0,81.86,84.94,True,False,5.0
-13.0,16.01,84.94,True,False,5.0
-32.0,109.26,21.9,False,False,3.0
-32.0,109.26,21.9,False,False,3.0
-32.0,109.26,21.9,False,False,3.0
-15.0,104.37,89.0,False,False,1.0
-17.0,205.57,159.99,False,False,4.0
-31.0,137.38,99.99,False,False,5.0
-23.0,104.08,94.5,True,False,5.0
0.0,320.18,300.0,True,False,1.0
-22.0,222.7,189.9,False,False,5.0
-5.0,44.3,79.99,False,True,5.0
-5.0,50.0,79.99,False,True,5.0
-12.0,79.2,65.0,True,False,4.0
-52.0,95.58,75.0,False,False,1.0
-10.0,128.55,109.9,False,False,5.0
-19.0,148.76,68.9,False,False,3.0
-3.0,138.48,59.9,True,False,4.0
-3.0,138.48,59.9,True,False,4.0
-13.0,72.68,64.9,True,False,5.0
-42.0,32.13,16.9,False,False,5.0
0.0,150.21,112.0,False,False,3.0
-15.0,112.77,60.0,False,False,5.0
-8.0,180.32,170.0,False,False,5.0
-23.0,171.84,149.99,True,False,1.0
-9.0,43.78,27.99,False,False,3.0
-10.0,100.91,79.9,False,False,4.0
-18.0,205.26,185.0,False,False,5.0
-16.0,82.59,64.89,False,False,5.0
-19.0,52.92,29.99,False,False,5.0
-17.0,188.94,179.49,True,False,5.0
-11.0,77.66,59.99,False,False,5.0
0.0,33.34,25.0,True,False,1.0
-8.0,195.92,179.9,False,False,5.0
-22.0,100.34,84.99,False,False,5.0
-13.0,73.34,59.9,True,False,4.0
-17.0,499.4,235.92,True,False,5.0
-17.0,499.4,235.92,True,False,5.0
5.0,301.3,292.0,True,False,3.0
-12.0,145.5,59.99,True,True,1.0
-12.0,145.5,59.99,True,True,1.0
0.0,55.04,47.65,True,False,5.0
-1.0,107.87,89.99,False,True,1.0
-1.0,107.87,89.99,False,True,1.0
-12.0,306.16,296.5,False,False,4.0
4.0,2751.24,2690.0,False,False,1.0
-8.0,91.23,49.9,False,False,5.0
-9.0,154.7,106.9,False,False,5.0
-10.0,355.77,120.0,True,False,1.0
-10.0,355.77,204.0,True,False,1.0
-12.0,138.03,29.9,False,False,4.0
-12.0,138.03,29.9,False,False,4.0
-12.0,138.03,29.9,False,False,4.0
-7.0,212.88,199.98,True,False,1.0
-10.0,65.71,56.99,True,False,5.0
-9.0,32.7,19.9,True,False,5.0
-29.0,99.9,99.9,False,False,4.0
-10.0,87.21,61.5,False,False,5.0
-15.0,109.31,94.9,False,False,5.0
-16.0,133.35,99.0,False,False,5.0
-12.0,49.41,41.3,True,False,5.0
-27.0,179.22,160.0,False,False,3.0
-19.0,141.97,124.17,False,False,5.0
-18.0,50.01,56.99,False,False,1.0
-18.0,21.13,56.99,False,False,1.0
-18.0,0.0,56.99,False,False,1.0
-9.0,85.52,72.0,True,True,5.0
-17.0,272.8,229.0,False,False,5.0
-24.0,67.6,50.0,False,False,5.0
-18.0,134.66,49.1,True,False,4.0
-18.0,134.66,49.1,True,False,4.0
-13.0,63.08,40.0,False,False,5.0
-21.0,149.85,132.0,False,False,5.0
0.0,47.68,29.9,False,False,3.0
-8.0,46.13,27.9,False,False,4.0
-2.0,326.36,309.99,True,False,5.0
-18.0,200.23,180.0,False,False,4.0
-15.0,86.67,73.9,False,False,1.0
-15.0,374.15,355.9,False,False,5.0
-7.0,378.83,359.0,False,False,5.0
-11.0,134.71,119.0,True,False,5.0
-13.0,27.98,12.88,False,False,5.0
-1.0,63.98,49.9,False,False,5.0
-20.0,44.1,29.0,False,False,4.0
-17.0,112.86,37.39,False,False,1.0
-17.0,112.86,37.39,False,False,1.0
-16.0,64.79,49.0,False,False,5.0
-17.0,120.68,108.9,True,False,5.0
0.0,92.85,85.0,True,False,1.0
33.0,73.25,54.99,False,False,5.0
-6.0,86.25,72.0,False,False,4.0
-12.0,189.34,170.0,False,False,5.0
-8.0,35.45,27.99,True,False,4.0
-34.0,208.7,74.9,False,False,5.0
-34.0,208.7,74.9,False,False,5.0
-10.0,66.78,49.99,False,False,5.0
-14.0,70.06,42.99,False,False,5.0
15.0,76.76,59.9,False,False,3.0
16.0,695.99,550.0,False,False,1.0
-8.0,155.14,59.9,False,False,1.0
-8.0,155.14,59.9,False,False,1.0
0.0,44.09,29.99,False,False,1.0
15.0,1727.67,1695.0,False,False,1.0
-27.0,69.45,39.9,False,False,5.0
-1.0,299.75,279.9,True,True,5.0
-24.0,41.86,30.9,False,False,5.0
-21.0,143.9,122.99,False,False,5.0
-13.0,31.75,19.9,True,False,5.0
-14.0,95.24,59.0,False,False,5.0
4.0,171.32,153.0,False,True,1.0
-37.0,218.0,21.0,True,False,3.0
-37.0,218.0,35.0,True,False,3.0
-37.0,218.0,21.0,True,False,3.0
-37.0,218.0,35.0,True,False,3.0
-37.0,218.0,28.0,True,False,3.0
-37.0,218.0,28.0,True,False,3.0
-15.0,413.53,380.0,False,False,2.0
-17.0,106.97,89.9,False,False,3.0
-21.0,45.78,28.0,False,False,4.0
-9.0,429.64,299.9,False,False,5.0
-11.0,117.96,110.32,True,False,5.0
-24.0,58.95,35.9,False,False,5.0
-12.0,44.09,29.99,False,False,5.0
-1.0,76.34,56.97,False,False,4.0
-17.0,117.97,104.9,True,False,5.0
-14.0,921.04,899.99,False,False,3.0
-9.0,48.99,39.9,False,False,4.0
-4.0,35.36,27.9,True,False,5.0
-13.0,164.06,149.99,True,False,5.0
-24.0,224.84,89.0,False,False,2.0
-24.0,224.84,89.0,False,False,2.0
-11.0,95.4,75.9,False,False,4.0
-16.0,124.14,59.0,True,False,3.0
-16.0,124.14,59.0,True,False,3.0
-16.0,20.0,59.0,True,False,3.0
-16.0,20.0,59.0,True,False,3.0
-1.0,42.42,27.9,True,False,3.0
-10.0,109.2,196.8,True,False,5.0
-10.0,100.0,196.8,True,False,5.0
-14.0,140.61,122.5,False,False,5.0
-6.0,311.81,279.99,True,False,3.0
-26.0,110.98,89.9,False,False,5.0
-18.0,20.04,12.65,True,False,5.0
-13.0,916.02,895.0,False,False,5.0
-16.0,43.95,27.9,False,False,5.0
9.0,20.03,69.99,False,False,1.0
9.0,68.99,69.99,False,False,1.0
-19.0,596.27,559.0,True,False,5.0
-30.0,215.15,195.9,False,False,4.0
-24.0,75.08,59.9,True,False,5.0
-12.0,31.75,19.9,True,True,5.0
-9.0,48.71,39.99,True,False,4.0
-22.0,76.17,59.99,False,False,4.0
-4.0,193.82,179.9,True,False,5.0
4.0,205.07,189.0,False,False,3.0
-17.0,105.28,89.9,False,True,3.0
-8.0,228.43,208.0,False,False,5.0
-13.0,36.52,22.0,False,False,1.0
-10.0,197.87,179.9,True,False,2.0
-14.0,196.95,159.9,True,False,3.0
-11.0,213.56,198.0,True,False,4.0
-8.0,300.76,283.02,False,False,4.0
-4.0,36.35,24.5,True,False,4.0
-13.0,502.12,480.65,False,False,4.0
-21.0,339.09,318.98,False,False,5.0
-16.0,36.69,19.9,False,False,5.0
4.0,192.14,80.4,True,False,5.0
4.0,192.14,80.4,True,False,5.0
-9.0,198.16,179.99,True,False,4.0
-8.0,20.29,12.9,True,False,5.0
-12.0,1480.73,1349.0,False,False,1.0
-13.0,210.56,89.9,False,True,5.0
-13.0,210.56,89.9,False,False,5.0
-13.0,345.46,335.0,True,False,3.0
-21.0,32.94,25.0,False,False,5.0
-15.0,42.09,27.99,False,False,4.0
-11.0,42.69,25.9,False,False,3.0
-7.0,63.12,53.99,True,False,4.0
-13.0,34.86,23.9,True,False,5.0
-13.0,135.41,109.9,False,False,5.0
-17.0,140.67,99.0,False,False,4.0
-9.0,132.09,115.52,False,False,5.0
-7.0,77.38,41.9,False,False,4.0
-6.0,400.65,355.79,False,False,4.0
4.0,57.59,44.9,True,False,1.0
-1.0,101.78,88.6,True,False,5.0
-21.0,131.05,119.6,True,False,4.0
-5.0,783.12,112.99,True,False,4.0
-5.0,783.12,112.99,True,False,4.0
-5.0,783.12,112.99,True,False,4.0
-5.0,783.12,112.99,True,False,4.0
-5.0,783.12,112.99,True,False,4.0
-5.0,783.12,112.99,True,False,4.0
-1.0,51.2,39.9,True,True,5.0
-11.0,139.59,117.3,False,False,5.0
-22.0,47.1,32.0,False,False,5.0
-7.0,31.99,24.6,True,False,4.0
-19.0,92.57,79.0,True,True,5.0
-31.0,148.68,133.0,False,False,1.0
-15.0,88.37,79.0,True,False,5.0
-7.0,93.12,79.9,True,False,5.0
0.0,76.18,33.8,False,False,1.0
-25.0,135.52,116.99,True,False,1.0
-1.0,71.27,49.0,False,False,5.0
-10.0,62.08,49.39,True,False,5.0
-2.0,297.2,243.37,False,False,5.0
-4.0,307.0,249.0,True,False,5.0
-30.0,145.58,119.9,True,False,5.0
7.0,137.74,59.99,True,False,4.0
7.0,137.74,59.99,True,False,4.0
2.0,335.48,289.0,False,False,4.0
3.0,132.57,117.0,False,False,5.0
-14.0,53.82,35.9,False,False,5.0
7.0,163.32,124.9,False,False,1.0
-11.0,96.17,75.0,True,False,5.0
-6.0,56.78,49.0,True,False,5.0
-6.0,154.73,139.0,True,False,5.0
-17.0,44.09,29.99,False,False,5.0
-17.0,44.09,29.99,False,False,5.0
-13.0,183.89,159.9,False,True,4.0
-6.0,96.62,85.0,True,False,5.0
-7.0,147.64,129.99,False,False,3.0
-34.0,130.27,110.32,False,False,5.0
20.0,147.28,119.9,False,False,1.0
7.0,46.16,34.9,True,False,3.0
-9.0,22.38,14.6,True,False,5.0
-7.0,107.78,89.9,False,True,5.0
-16.0,696.15,125.0,True,False,1.0
-16.0,696.15,125.0,True,False,1.0
-16.0,696.15,125.0,True,False,1.0
-16.0,696.15,125.0,True,False,1.0
-16.0,696.15,125.0,True,False,1.0
-18.0,236.41,219.99,True,False,4.0
-14.0,119.89,74.9,True,False,5.0
-7.0,587.94,259.9,True,False,4.0
-7.0,587.94,259.9,True,False,4.0
-20.0,0.58,75.0,False,False,5.0
-20.0,89.7,75.0,False,False,5.0
-13.0,139.41,127.5,True,True,5.0
